T000001 Cream,Bagels,Oranges,Nuts,Soda
T004196 Coffee,Dish_Soap,Bagels
T004197 Cheese,Oranges,Apples,Milk,Trash_Bags,Turkey
T004198 Cream,Coffee,Cookies,Bread,Toothpaste,Chips,Soda,Cheese
T004199 Cookies,Chips,Croissants,Frozen_Pizza,Chocolate
T004200 Nuts,Bananas,Butter,Water,Detergent,Ice_Cream,Muffins
T004201 Ice_Cream,Whipped_Cream,Toothpaste,Frozen_Vegetables,Chicken,Chocolate,Cookies,Coffee,Juice
T004202 Bananas,Milk,Shampoo,Toothpaste,Detergent,Oranges,Juice
T004203 Frozen_Pizza,Muffins,Soap,Shampoo,Frozen_Dinners
T004204 Cheese,Tomatoes,Lettuce,Pork,Beef,Detergent,Chips,Chocolate
T004205 Lettuce,Hamburger_Buns,Chocolate,Detergent,Pork,Dish_Soap,Soap,Donuts,Croissants,Soda
T004206 Chips,Salsa,Dish_Soap,Bagels,Croissants
T004207 Soap,Detergent,Deodorant
T004208 Milk,Tea,Bread,Paper_Towels,Detergent,Nuts,Beef,Trash_Bags
T004209 Chicken,Tea,Cookies,Bread,Toothpaste
T004210 Cheese,Trash_Bags,Apples,Soda,Frozen_Dinners,Frozen_Pizza,Soap,Bread
T004211 Cookies,Milk,Toothpaste,Tomatoes,Frozen_Vegetables,Soap
T004212 Deodorant,Bagels,Milk,Trash_Bags,Toothpaste,Muffins,Coffee,Dish_Soap
T004213 Cream,Cheese,Soda
T004214 Chocolate_Syrup,Ice_Cream,Toothpaste,Fish,Tomatoes,Coffee
T004215 Bagels,Pork
T004216 Cookies,Cream,Chocolate,Soda
T004217 Milk,Butter,Deodorant,Fish,Coffee
T004218 Water,Cream
T004219 Yogurt,Frozen_Pizza,Toothpaste,Croissants,Muffins,Shampoo
T004220 Oranges,Frozen_Dinners
T004221 Oranges,Bagels,Deodorant,Beef,Nuts
T004222 Beer,Salsa,Tea,Soap,Deodorant,Coffee,Frozen_Pizza,Croissants
T004223 Chicken,Vegetables,Donuts,Apples,Ice_Cream,Frozen_Pizza
T004224 Tomato_Sauce,Cheese,Crackers,Paper_Towels,Frozen_Dinners
T004225 Rice,Vegetables,Shampoo,Beef,Deodorant,Coffee,Chips,Juice,Frozen_Pizza
T004226 Paper_Towels,Bananas,Donuts,Crackers,Toothpaste
T004227 Muffins,Soda,Nuts,Trash_Bags
T004228 Pork,Cream,Chocolate,Paper_Towels
T004229 Paper_Towels,Chips,Ice_Cream
T004230 Toothpaste,Turkey,Detergent,Donuts,Coffee
T004231 Bread,Lettuce
T004232 Tea,Butter,Turkey
T004233 Butter,Cookies,Cream,Pork,Tomatoes
T004234 Water,Toothpaste
T004235 Fish,Cookies,Cheese,Water,Paper_Towels,Bananas
T004236 Soda,Water,Nuts
T004237 Water,Frozen_Dinners
T004238 Cream,Toothpaste,Frozen_Dinners,Dish_Soap,Paper_Towels,Trash_Bags,Shampoo
T004239 Milk,Bananas,Cheese,Chocolate,Toothpaste,Juice,Paper_Towels
T004240 Coffee,Sugar,Paper_Towels,Cream,Frozen_Pizza,Frozen_Vegetables,Trash_Bags,Deodorant
T004241 Chocolate_Syrup,Whipped_Cream,Soda,Frozen_Vegetables,Deodorant,Croissants,Bread,Frozen_Dinners,Juice,Trash_Bags
T004242 Deodorant,Chips,Juice,Dish_Soap,Chicken
T004243 Beer,Chips,Juice,Chocolate,Chicken,Bananas,Soap,Soda
T004244 Cream,Cheese,Chocolate,Frozen_Pizza,Bread,Toothpaste
T004245 Milk,Croissants,Toothpaste
T004246 Frozen_Vegetables,Fish,Chicken,Deodorant
T004247 Chocolate_Syrup,Ice_Cream,Shampoo,Pork,Frozen_Vegetables,Chocolate,Muffins,Detergent,Crackers
T004248 Paper_Towels,Detergent,Frozen_Dinners,Yogurt,Turkey
T004249 Cream,Bananas
T004250 Chips,Salsa,Chocolate,Tea,Cream,Coffee,Butter
T004251 Water,Juice
T004252 Beef,Juice,Frozen_Dinners,Cookies,Fish,Tomatoes
T004253 Yogurt,Chicken,Muffins,Frozen_Vegetables
T004254 Dip,Soda,Cookies,Paper_Towels
T004255 Chocolate,Bread,Cheese,Tea,Crackers,Donuts,Ice_Cream
T004256 Shampoo,Chips,Soap
T004257 Frozen_Vegetables,Chicken,Beef,Tea,Chocolate,Cookies,Apples,Tomatoes
T004258 Juice,Chips,Toothpaste
T004259 Butter,Milk,Apples,Water
T004260 Lettuce,Beef,Hamburger_Buns,Toothpaste,Paper_Towels
T004261 Soap,Frozen_Pizza,Cream,Deodorant
T004262 Soda,Chips,Oranges,Apples,Frozen_Dinners,Detergent,Beef,Frozen_Pizza
T004263 Butter,Beef
T004264 Paper_Towels,Lettuce,Detergent,Toothpaste
T004265 Tomatoes,Lettuce,Beef,Butter,Soda,Tea,Trash_Bags,Paper_Towels,Frozen_Dinners
T004266 Nuts,Bagels,Chicken,Tomatoes
T004267 Fish,Frozen_Vegetables,Soda,Pork,Tea,Beef,Chips,Croissants
T004268 Salsa,Chips,Lettuce,Cheese
T004269 Bagels,Frozen_Vegetables,Yogurt
T004270 Cookies,Donuts,Trash_Bags,Beef,Muffins,Cheese,Cream
T004271 Chips,Trash_Bags,Shampoo,Bagels,Fish
T004272 Soap,Ice_Cream,Turkey,Fish,Dish_Soap,Nuts
T004273 Chips,Milk
T004274 Chips,Soda,Frozen_Vegetables,Lettuce,Detergent,Turkey,Ice_Cream,Cookies,Toothpaste
T004275 Hamburger_Buns,Lettuce,Deodorant,Frozen_Vegetables,Cheese,Frozen_Pizza,Soap
T004276 Bananas,Milk,Shampoo,Frozen_Pizza
T004277 Beer,Salsa,Trash_Bags,Deodorant,Tomatoes,Chips,Lettuce,Yogurt,Cream
T004278 Sugar,Cream,Chocolate,Ice_Cream,Bread,Frozen_Pizza,Detergent
T004279 Vegetables,Chicken,Beef,Turkey,Chocolate,Shampoo,Chips,Paper_Towels,Juice,Lettuce
T004280 Detergent,Toothpaste
T004281 Turkey,Milk,Tomatoes,Juice
T004282 Croissants,Cream,Chocolate,Dish_Soap,Coffee,Frozen_Vegetables,Bananas
T004283 Crackers,Fish
T004284 Soda,Chips,Fish,Cream,Ice_Cream
T004285 Frozen_Dinners,Detergent,Milk,Paper_Towels
T004286 Nuts,Crackers,Butter,Cookies,Soda
T004287 Detergent,Paper_Towels,Oranges,Deodorant
T004288 Butter,Milk,Paper_Towels,Pork,Juice,Toothpaste,Lettuce,Frozen_Vegetables
T004289 Vegetables,Rice,Bagels,Milk,Paper_Towels,Tea,Frozen_Vegetables,Chicken
T004290 Bagels,Trash_Bags,Cookies,Crackers,Shampoo,Turkey,Lettuce
T004291 Soap,Bagels
T004292 Cookies,Coffee,Soap
T004293 Toothpaste,Oranges,Milk,Tomatoes,Bagels,Trash_Bags
T004294 Sugar,Cream,Soap,Tea,Cheese,Trash_Bags,Yogurt,Toothpaste,Muffins,Fish
T004295 Muffins,Frozen_Pizza
T004296 Apples,Nuts
T004297 Beef,Hamburger_Buns,Lettuce,Bagels,Butter,Yogurt
T004298 Chips,Soda,Ice_Cream,Cheese,Soap,Croissants,Deodorant,Pork
T004299 Tomatoes,Shampoo,Nuts,Frozen_Vegetables,Ice_Cream
T004300 Cream,Frozen_Dinners,Lettuce,Cookies,Trash_Bags
T004301 Dish_Soap,Paper_Towels,Juice
T004302 Lettuce,Apples,Frozen_Pizza,Nuts
T004303 Milk,Oranges,Dish_Soap,Butter,Muffins,Trash_Bags,Cheese
T004304 Cookies,Frozen_Vegetables,Water,Bagels
T004305 Bread,Jelly,Detergent,Yogurt,Dish_Soap,Beef,Trash_Bags
T004306 Dip,Soda,Apples,Yogurt,Turkey
T004307 Rice,Chicken,Shampoo,Cream,Cheese,Frozen_Pizza,Fish,Oranges,Turkey
T004308 Shampoo,Chips,Donuts,Frozen_Dinners,Pork,Tomatoes,Paper_Towels
T004309 Frozen_Dinners,Chicken,Trash_Bags,Juice,Bread,Shampoo
T004310 Bread,Peanut_Butter,Ice_Cream,Cream
T004311 Fish,Crackers,Chips
T004312 Frozen_Vegetables,Nuts,Chips,Turkey,Fish,Soap
T004313 Shampoo,Croissants,Paper_Towels,Pork,Water,Frozen_Dinners,Lettuce
T004314 Peanut_Butter,Jelly,Frozen_Pizza,Fish
T004315 Cream,Crackers,Turkey
T004316 Butter,Water
T004317 Chips,Shampoo,Nuts
T004318 Rice,Vegetables,Beef,Coffee,Shampoo
T004319 Chips,Coffee,Cookies,Trash_Bags,Ice_Cream,Deodorant
T004320 Pork,Frozen_Dinners,Deodorant,Crackers,Soap,Chocolate
T004321 Pasta,Cheese,Muffins,Donuts,Oranges
T004322 Dish_Soap,Frozen_Pizza,Soap
T004323 Tomatoes,Beef,Shampoo,Bread,Water,Chocolate
T004324 Chicken,Vegetables,Deodorant,Tea,Muffins
T004325 Dish_Soap,Fish,Oranges,Crackers,Donuts
T004326 Peanut_Butter,Bread,Chips,Donuts
T004327 Trash_Bags,Oranges,Frozen_Vegetables,Tomatoes,Muffins
T004328 Pasta,Tomato_Sauce,Bagels,Croissants,Nuts
T004329 Pasta,Tomato_Sauce,Apples,Pork
T004330 Chicken,Rice,Soda,Chocolate,Milk
T004331 Chocolate,Frozen_Vegetables
T004332 Water,Beef,Butter,Paper_Towels
T004333 Water,Milk
T004334 Lettuce
T004335 Tomatoes,Lettuce,Pork,Tea
T004336 Pork,Bread,Cheese,Trash_Bags,Yogurt
T004337 Nuts,Bagels,Deodorant,Oranges,Butter,Frozen_Pizza
T004338 Ice_Cream,Yogurt,Donuts
T004339 Soda,Chips,Detergent,Turkey,Shampoo
T004340 Coffee,Beef,Cheese
T004341 Pasta,Tomato_Sauce,Frozen_Dinners,Dish_Soap,Juice,Cheese,Lettuce,Detergent
T004342 Cheese,Tomato_Sauce,Milk,Frozen_Pizza,Tea,Muffins,Fish,Toothpaste
T004343 Trash_Bags,Cream,Chicken,Milk
T004344 Soap,Milk,Lettuce,Apples,Cream,Turkey
T004345 Frozen_Dinners,Toothpaste,Trash_Bags,Chips,Cheese
T004346 Rice,Vegetables,Bagels,Cheese,Pork,Deodorant,Crackers
T004347 Soap,Apples,Tomatoes,Detergent,Oranges
T004348 Cheese,Lettuce,Deodorant,Bananas,Pork
T004349 Deodorant,Tea,Detergent,Yogurt,Apples,Ice_Cream
T004350 Yogurt,Detergent
T004351 Milk,Frozen_Vegetables,Dish_Soap,Chocolate
T004352 Frozen_Vegetables,Chicken,Dish_Soap,Frozen_Pizza
T004353 Chips,Pork
T004354 Ice_Cream,Chips,Paper_Towels,Toothpaste,Crackers,Frozen_Vegetables,Muffins
T004355 Frozen_Pizza,Bananas,Crackers
T004356 Apples,Soda,Donuts
T004357 Butter,Milk,Cheese,Croissants,Trash_Bags,Bananas,Beef
T004358 Jelly,Peanut_Butter,Trash_Bags,Butter,Deodorant,Milk,Frozen_Vegetables
T004359 Coffee,Bread,Trash_Bags,Frozen_Dinners,Chips,Toothpaste,Water
T004360 Soda,Muffins,Chips,Ice_Cream,Tea,Paper_Towels,Croissants
T004361 Toothpaste,Milk,Ice_Cream,Frozen_Dinners,Chips
T004362 Dip,Soda,Bread,Lettuce,Nuts,Soap,Beef,Oranges
T004363 Beer,Salsa,Frozen_Dinners,Croissants,Trash_Bags,Chips,Dish_Soap,Soda,Frozen_Vegetables,Frozen_Pizza
T004364 Cookies,Water,Bread,Beef,Soap
T004365 Trash_Bags,Detergent,Cream,Butter,Chips
T004366 Chicken,Rice,Coffee,Juice,Frozen_Pizza,Beef,Trash_Bags,Apples,Croissants
T004367 Frozen_Vegetables,Frozen_Pizza,Soda,Butter
T004368 Water,Lettuce,Turkey
T004369 Turkey,Soda,Shampoo,Dish_Soap
T004370 Chips,Detergent,Bagels,Ice_Cream
T004371 Donuts,Frozen_Vegetables,Oranges,Shampoo,Coffee,Chips
T004372 Bread,Milk,Dish_Soap,Donuts,Soda,Lettuce,Bagels,Pork
T004373 Pork,Frozen_Vegetables,Cookies,Water,Crackers
T004374 Cream,Croissants
T004375 Croissants,Toothpaste,Trash_Bags
T004376 Trash_Bags,Toothpaste,Nuts
T004377 Shampoo,Pork,Beef,Apples,Crackers,Frozen_Dinners
T004378 Cookies,Yogurt,Chicken
T004379 Jelly,Peanut_Butter,Soda,Deodorant,Cookies
T004380 Frozen_Pizza,Soap,Yogurt
T004381 Tomatoes,Bread
T004382 Soap,Frozen_Vegetables,Soda,Croissants,Cookies,Trash_Bags,Water
T004383 Apples,Nuts,Yogurt
T004384 Cheese,Pasta,Soda,Bread
T004385 Apples,Paper_Towels,Butter,Shampoo,Water
T004386 Beef,Lettuce,Tomatoes,Turkey,Croissants,Apples,Toothpaste,Bananas,Juice,Frozen_Vegetables,Dish_Soap
T004387 Paper_Towels,Cream,Trash_Bags
T004388 Dish_Soap,Cream,Frozen_Dinners,Deodorant,Donuts
T004389 Frozen_Pizza,Bananas,Cheese,Donuts
T004390 Fish,Lettuce,Soda,Bagels,Shampoo,Paper_Towels,Muffins
T004391 Chips,Dip,Frozen_Vegetables,Bagels,Chocolate,Juice,Fish,Croissants,Chicken,Lettuce
T004392 Tomatoes,Soap,Ice_Cream
T004393 Oranges,Shampoo,Nuts
T004394 Frozen_Vegetables,Turkey,Trash_Bags,Deodorant,Apples
T004395 Cheese,Soap,Apples,Tomatoes,Ice_Cream,Frozen_Vegetables
T004396 Tea,Lettuce,Chips,Croissants,Toothpaste,Soda,Detergent
T004397 Bread,Butter,Cream,Soap
T004398 Dish_Soap,Tea,Frozen_Pizza,Cheese,Toothpaste,Deodorant
T004399 Tomatoes,Bananas,Shampoo,Croissants,Chips,Soda,Coffee
T004400 Dish_Soap,Butter
T004401 Chips,Beer,Apples,Croissants
T004402 Jelly,Bread,Yogurt,Paper_Towels,Soda,Lettuce,Tomatoes
T004403 Bread,Jelly,Crackers,Juice,Beef,Soda,Water,Soap,Frozen_Vegetables,Trash_Bags
T004404 Soda,Frozen_Vegetables,Crackers
T004405 Tomatoes,Hamburger_Buns,Beef,Bananas,Trash_Bags,Turkey
T004406 Shampoo,Oranges,Butter,Trash_Bags
T004407 Chocolate,Donuts
T004408 Toothpaste,Crackers,Milk,Frozen_Pizza,Yogurt
T004409 Chocolate,Detergent,Bread,Tea,Shampoo,Tomatoes
T004410 Oranges,Chicken,Juice,Trash_Bags
T004411 Milk,Bread,Ice_Cream,Tea,Tomatoes
T004412 Milk,Frozen_Vegetables,Nuts,Dish_Soap,Crackers,Donuts
T004413 Trash_Bags,Cookies,Cheese,Beef
T004414 Cream,Sugar,Chicken,Fish,Soap
T004415 Pork,Milk,Shampoo
T004416 Chips,Beer,Cheese,Lettuce,Chocolate,Apples,Water,Croissants
T004417 Coffee,Ice_Cream,Cheese,Frozen_Pizza,Cookies
T004418 Nuts,Muffins,Beef,Chicken,Juice,Crackers,Cookies,Yogurt
T004419 Turkey,Trash_Bags,Juice
T004420 Cheese,Pasta,Deodorant,Yogurt,Croissants,Cream,Detergent,Water
T004421 Cream,Butter,Lettuce
T004422 Croissants,Soda
T004423 Paper_Towels,Water,Fish,Frozen_Dinners
T004424 Bread,Butter,Turkey,Cream,Paper_Towels,Apples,Detergent,Chips,Frozen_Dinners,Donuts
T004425 Trash_Bags,Paper_Towels,Frozen_Vegetables,Detergent,Frozen_Dinners,Fish,Chips,Cheese
T004426 Cookies,Fish,Lettuce,Frozen_Vegetables,Ice_Cream,Deodorant
T004427 Milk,Yogurt,Chips
T004428 Chips,Dip,Ice_Cream,Tea,Toothpaste,Deodorant,Frozen_Pizza,Cream,Dish_Soap
T004429 Tomatoes,Beef,Coffee,Trash_Bags,Turkey,Lettuce
T004430 Frozen_Vegetables,Toothpaste,Chips,Beef
T004431 Butter,Detergent,Soap,Lettuce,Bagels,Beef,Frozen_Vegetables,Turkey
T004432 Bananas,Bread,Muffins,Frozen_Dinners
T004433 Tomatoes,Lettuce,Hamburger_Buns,Juice,Apples
T004434 Chicken,Cream,Trash_Bags,Coffee,Paper_Towels,Chocolate
T004435 Ice_Cream,Trash_Bags,Toothpaste,Crackers,Water,Bread,Shampoo
T004436 Cream,Chips,Frozen_Dinners
T004437 Nuts,Bread,Cream,Paper_Towels,Muffins,Juice,Yogurt
T004438 Cheese,Paper_Towels,Juice
T004439 Muffins,Pork,Coffee,Dish_Soap,Trash_Bags,Milk,Water,Tea
T004440 Bananas,Deodorant,Trash_Bags,Milk,Apples,Crackers
T004441 Cheese,Pasta,Butter,Cream,Paper_Towels,Tomatoes,Chicken,Ice_Cream
T004442 Milk,Butter,Juice,Frozen_Pizza,Cookies,Cheese,Frozen_Dinners,Trash_Bags
T004443 Dish_Soap,Lettuce,Bananas,Tea,Detergent,Chocolate,Cream,Cheese
T004444 Juice,Water
T004445 Frozen_Dinners,Coffee,Ice_Cream,Milk
T004446 Detergent,Pork
T004447 Bananas,Milk,Frozen_Vegetables,Detergent,Nuts
T004448 Toothpaste,Chocolate,Chips,Water
T004449 Tomatoes,Yogurt,Oranges,Cream,Bread,Coffee,Donuts
T004450 Beef,Bread,Apples,Soap,Frozen_Pizza,Croissants,Trash_Bags
T004451 Bagels,Yogurt,Frozen_Dinners,Ice_Cream,Fish,Frozen_Vegetables
T004452 Deodorant,Bagels,Bananas,Tomatoes
T004453 Rice,Chicken,Crackers,Frozen_Dinners,Toothpaste
T004454 Milk,Cereal,Fish,Butter,Muffins,Frozen_Dinners
T004455 Sugar,Cream,Butter,Frozen_Dinners,Bananas,Turkey,Juice,Beef,Cheese
T004456 Chips,Beer,Cheese,Butter,Frozen_Pizza,Frozen_Vegetables
T004457 Coffee,Sugar,Dish_Soap,Fish,Croissants,Donuts
T004458 Toothpaste,Bananas,Frozen_Dinners,Water,Paper_Towels
T004459 Soap,Deodorant,Bagels,Pork,Chocolate,Tea
T004460 Bananas,Cereal,Yogurt,Muffins,Cheese,Ice_Cream,Coffee,Soda,Pork,Cookies
T004461 Cream,Oranges,Frozen_Dinners,Milk
T004462 Turkey,Chips,Crackers,Trash_Bags,Cookies
T004463 Lettuce,Shampoo,Donuts,Bread,Ice_Cream,Croissants
T004464 Croissants,Shampoo,Coffee,Chocolate
T004465 Toothpaste,Fish,Butter,Crackers
T004466 Pork,Dish_Soap,Milk,Apples,Soap,Deodorant,Frozen_Vegetables
T004467 Apples,Dish_Soap,Frozen_Pizza,Paper_Towels,Yogurt
T004468 Cookies,Frozen_Pizza,Water,Bagels,Fish,Dish_Soap,Frozen_Dinners
T004469 Tomato_Sauce,Cheese,Shampoo,Trash_Bags,Beef
T004470 Cream,Butter,Bagels,Frozen_Dinners,Oranges,Detergent
T004471 Croissants,Bananas,Cream,Shampoo,Chicken,Bagels,Bread
T004472 Turkey,Coffee,Fish
T004473 Chocolate_Syrup,Whipped_Cream,Chocolate,Beef,Chips,Nuts
T004474 Ice_Cream,Chicken
T004475 Muffins,Soda,Trash_Bags,Oranges,Toothpaste,Paper_Towels,Dish_Soap
T004476 Tea,Cream,Crackers,Deodorant
T004477 Oranges,Butter
T004478 Whipped_Cream,Chocolate_Syrup,Frozen_Pizza,Deodorant,Frozen_Dinners,Juice
T004479 Soap,Chocolate
T004480 Shampoo,Paper_Towels
T004481 Cookies,Tomatoes,Trash_Bags
T004482 Apples,Nuts,Crackers,Milk,Cream,Chocolate
T004483 Whipped_Cream,Chocolate_Syrup,Apples,Cheese,Detergent,Soda,Fish,Chips,Coffee,Beef
T004484 Chips,Salsa,Lettuce,Detergent,Nuts,Tea,Deodorant
T004485 Butter,Bread,Beef,Juice,Yogurt,Frozen_Vegetables,Tea,Toothpaste,Crackers
T004486 Dish_Soap,Apples,Soda,Deodorant,Ice_Cream,Toothpaste,Tea,Yogurt
T004487 Vegetables,Rice,Chips,Detergent,Chicken,Juice,Fish,Bananas
T004488 Donuts,Dish_Soap,Soap,Frozen_Vegetables,Bagels,Oranges,Crackers,Shampoo
T004489 Dip,Soda,Chips,Frozen_Vegetables,Beef,Croissants,Fish
T004490 Frozen_Pizza,Pork,Frozen_Vegetables
T004491 Juice,Donuts,Soda,Tea,Detergent,Soap
T004492 Oranges,Ice_Cream,Frozen_Vegetables,Pork,Nuts
T004493 Toothpaste,Frozen_Pizza,Pork,Detergent,Soda,Fish,Turkey
T004494 Milk,Croissants,Tomatoes
T004495 Bread,Jelly,Toothpaste,Pork,Butter,Crackers,Juice,Frozen_Dinners
T004496 Fish,Frozen_Dinners,Crackers,Juice,Soda
T004497 Frozen_Pizza,Tomatoes,Butter,Dish_Soap
T004498 Beer,Salsa,Frozen_Dinners,Chips,Shampoo,Cookies,Cream
T004499 Cream,Chocolate,Nuts,Beef,Turkey,Lettuce,Tea
T004500 Chicken,Rice,Cheese,Bananas,Bread,Trash_Bags,Butter
T004501 Cream,Coffee,Bananas,Lettuce,Frozen_Vegetables
T004502 Cheese,Shampoo,Beef,Bagels,Toothpaste
T004503 Yogurt,Juice,Cookies
T004504 Sugar,Cream,Cheese,Cookies,Toothpaste,Detergent,Nuts,Crackers
T004505 Pork,Ice_Cream,Chicken,Toothpaste,Bananas
T004506 Fish,Shampoo,Coffee,Crackers
T004507 Dip,Chips,Crackers,Frozen_Dinners,Tomatoes,Bread,Shampoo,Dish_Soap,Nuts
T004508 Whipped_Cream,Chocolate_Syrup,Ice_Cream,Bananas,Bread,Nuts,Soda,Beef,Frozen_Pizza
T004509 Apples,Bananas,Water,Tea,Croissants,Butter,Cheese
T004510 Butter,Ice_Cream,Water
T004511 Coffee,Sugar,Dish_Soap,Lettuce,Chicken,Fish,Juice
T004512 Chicken,Detergent,Pork,Beef
T004513 Frozen_Vegetables,Nuts,Detergent,Toothpaste
T004514 Pork,Deodorant,Tea
T004515 Rice,Chicken,Soap,Muffins,Tomatoes,Turkey,Water,Yogurt,Beef,Coffee
T004516 Sugar,Cream,Pork,Frozen_Pizza,Oranges,Dish_Soap
T004517 Cheese,Pasta,Chicken,Fish,Juice
T004518 Frozen_Vegetables,Milk,Fish,Lettuce
T004519 Jelly,Bread,Fish,Croissants,Deodorant,Cream
T004520 Cheese,Pasta,Water,Chicken,Soap,Toothpaste,Shampoo
T004521 Toothpaste,Lettuce,Nuts,Chocolate,Apples,Deodorant,Pork
T004522 Muffins,Chips,Cream,Cookies,Detergent,Toothpaste
T004523 Cheese,Tomato_Sauce,Coffee,Fish,Tea
T004524 Chicken,Vegetables,Coffee,Bread,Paper_Towels,Juice,Cheese
T004525 Coffee,Sugar,Chicken,Paper_Towels
T004526 Butter,Deodorant,Chips,Chicken,Fish
T004527 Trash_Bags,Cream,Bananas,Soda
T004528 Tomatoes,Toothpaste,Cheese,Fish,Bananas,Detergent
T004529 Juice,Lettuce
T004530 Croissants,Pork,Chicken
T004531 Soda,Oranges,Chips,Fish,Toothpaste,Frozen_Pizza
T004532 Toothpaste,Beef,Fish
T004533 Tea,Chicken
T004534 Detergent,Chocolate,Shampoo,Butter,Tea,Cheese,Nuts,Apples
T004535 Whipped_Cream,Chocolate_Syrup,Bananas,Chips,Beef,Nuts,Cheese,Yogurt
T004536 Jelly,Peanut_Butter,Turkey,Frozen_Dinners,Butter,Water
T004537 Muffins,Trash_Bags
T004538 Soda,Chips,Oranges,Butter,Water,Frozen_Vegetables
T004539 Croissants,Oranges,Chicken,Deodorant,Pork,Trash_Bags,Shampoo
T004540 Soda,Dip,Beef,Chocolate,Ice_Cream
T004541 Bread,Milk,Cream,Tomatoes
T004542 Paper_Towels,Donuts,Bread,Frozen_Dinners,Beef,Crackers
T004543 Cheese,Pasta,Coffee,Crackers,Juice
T004544 Detergent,Muffins
T004545 Crackers,Soda
T004546 Ice_Cream,Bread
T004547 Lettuce,Tomatoes,Hamburger_Buns,Apples,Muffins,Dish_Soap,Tea,Deodorant,Frozen_Pizza,Shampoo
T004548 Cheese,Juice
T004549 Detergent,Paper_Towels,Frozen_Dinners,Crackers,Shampoo,Bananas
T004550 Cookies,Apples,Frozen_Vegetables,Fish,Paper_Towels
T004551 Ice_Cream,Whipped_Cream,Coffee,Butter,Milk,Crackers,Cookies,Frozen_Dinners
T004552 Detergent,Butter,Frozen_Dinners,Juice
T004553 Chips,Dip,Coffee,Dish_Soap,Frozen_Vegetables,Paper_Towels
T004554 Bread,Jelly,Butter,Tomatoes,Ice_Cream,Chips
T004555 Bread,Donuts,Muffins
T004556 Rice,Chicken,Soap,Frozen_Dinners,Detergent,Paper_Towels,Oranges,Milk,Bread
T004557 Paper_Towels,Detergent
T004558 Coffee,Bananas,Water,Pork,Yogurt,Tomatoes
T004559 Fish,Beef,Soda
T004560 Coffee,Sugar,Juice,Milk,Chicken,Tea,Yogurt,Crackers
T004561 Bread,Butter,Bagels,Tea,Paper_Towels,Crackers,Donuts,Detergent
T004562 Tomatoes,Lettuce,Dish_Soap,Cheese
T004563 Tea,Trash_Bags
T004564 Soap,Chicken,Cookies,Croissants,Turkey,Yogurt
T004565 Frozen_Vegetables,Soap,Cheese,Soda,Bagels,Frozen_Dinners
T004566 Coffee,Sugar,Shampoo,Frozen_Pizza,Detergent,Butter,Ice_Cream,Bread
T004567 Bananas,Nuts,Frozen_Pizza,Frozen_Dinners,Turkey
T004568 Turkey,Shampoo,Crackers,Dish_Soap
T004569 Milk,Shampoo,Coffee,Lettuce,Bananas,Chocolate,Trash_Bags,Toothpaste
T004570 Vegetables,Rice,Yogurt,Oranges,Cream,Turkey
T004571 Butter,Toothpaste,Chocolate,Detergent,Beef,Deodorant
T004572 Croissants,Paper_Towels,Juice,Chicken,Turkey
T004573 Crackers,Frozen_Dinners,Cream,Chips,Frozen_Vegetables,Dish_Soap,Ice_Cream
T004574 Coffee,Yogurt,Butter,Bananas,Detergent
T004575 Frozen_Vegetables,Frozen_Pizza,Butter
T004576 Whipped_Cream,Chocolate_Syrup,Cream,Milk
T004577 Beef,Turkey,Trash_Bags,Deodorant,Bagels,Apples
T004578 Detergent,Beef,Butter,Chicken
T004579 Bananas,Milk,Lettuce,Muffins,Nuts,Fish,Cheese
T004580 Dish_Soap,Yogurt,Water,Juice,Frozen_Dinners,Oranges,Bagels
T004581 Peanut_Butter,Jelly,Nuts,Bagels
T004582 Chicken,Oranges,Milk,Cookies
T004583 Bananas,Bread,Muffins,Crackers,Cheese,Toothpaste
T004584 Juice,Bagels,Ice_Cream,Shampoo,Pork,Paper_Towels
T004585 Chicken,Vegetables,Bread,Juice,Cookies
T004586 Butter,Detergent,Turkey,Deodorant,Tomatoes,Frozen_Pizza
T004587 Cream,Sugar,Toothpaste,Butter,Crackers,Shampoo,Bread,Detergent,Milk
T004588 Cookies,Soda,Cream,Cheese,Butter
T004589 Oranges,Soda
T004590 Whipped_Cream,Chocolate_Syrup,Frozen_Dinners,Turkey,Muffins
T004591 Pasta,Cheese,Soda,Pork,Toothpaste,Tomatoes,Apples
T004592 Coffee,Sugar,Paper_Towels,Turkey,Apples,Cheese
T004593 Turkey,Paper_Towels,Oranges
T004594 Tomato_Sauce,Cheese,Toothpaste,Soap,Deodorant,Chicken,Juice
T004595 Coffee,Sugar,Juice,Tea,Chips,Bananas
T004596 Juice,Oranges,Donuts,Soap,Frozen_Pizza,Frozen_Dinners,Chips,Deodorant
T004597 Water,Trash_Bags
T004598 Deodorant,Bagels,Chips,Bread,Frozen_Vegetables,Pork
T004599 Turkey,Chocolate,Cookies,Dish_Soap,Crackers,Coffee
T004600 Water,Muffins,Yogurt,Deodorant,Turkey,Nuts,Trash_Bags
T004601 Detergent,Tomatoes,Chocolate,Oranges,Frozen_Vegetables,Turkey
T004602 Rice,Chicken,Dish_Soap,Bananas,Bagels,Beef,Crackers
T004603 Ice_Cream,Bagels
T004604 Turkey,Tea
T004605 Lettuce,Deodorant
T004606 Detergent,Croissants,Ice_Cream,Frozen_Vegetables
T004607 Deodorant,Pork,Chicken,Nuts,Chips,Tomatoes,Paper_Towels
